Year,ID,Name,Import,Export,ImpIDA,ImpIDB,ImpIDC,ImpIDD,ImpIDE,ImpIDF,ImpIDG,ImpIDH,ImpIDI,ImpIDJ,ImportA,ImportB,ImportC,ImportD,ImportE,ImportF,ImportG,ImportH,ImportI,ImportJ,ExpIDA,ExpIDB,ExpIDC,ExpIDD,ExpIDE,ExpIDF,ExpIDG,ExpIDH,ExpIDI,ExpIDJ,ExportA,ExportB,ExportC,ExportD,ExportE,ExportF,ExportG,ExportH,ExportI,ExportJ
2020,040,Austria,983230.59,1114677.253,276,203,757,705,348,442,380,,,,694776.443,157016.912,96117.299,15182.956,14802.041,4982.041,352.898,,,,276,348,705,757,380,203,,,,,318340.566,265326.916,227880.925,214415.898,68124.774,20588.174,,,,
2020,044,Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,048,Bahrain,1.171,,784,,,,,,,,,,1.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,050,Bangladesh,424687.793,,699,702,,,,,,,,,424505.66,182.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,051,Armenia,13320.655,64321.879,031,268,364,,,,,,,,9703.045,2579.527,1038.083,,,,,,,,364,031,,,,,,,,,62885.56,1436.319,,,,,,,,
2020,052,Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,056,Belgium,538608.63,559280.305,528,251,826,276,442,,,,,,332605.827,164946.319,21039.163,16814.352,3202.969,,,,,,826,251,528,203,442,276,,,,,211204.884,171519.991,124723.706,20887.116,17887.54,13057.068,,,,
2020,058,Belgium-Luxembourg (...1998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,060,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,064,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,068,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,070,Bosnia Herzegovina,124611.595,318842.947,380,191,203,348,499,688,705,,,,46867.251,44443.741,11074.04,8139.246,6492.332,5577.114,2017.871,,,,191,688,380,757,499,705,300,203,348,,85979.972,73784.768,62441.036,52500.196,25073.273,10454.99,6735.979,1831.837,40.896,
2020,072,Botswana,149498.174,,710,516,894,508,716,,,,,,109474.457,33768.237,5667.959,400.084,187.437,,,,,,,,,,,,,,,,,,,,,,,,,
2020,076,Brazil,1497715.369,1950.245,600,032,858,,,,,,,,1442034.026,34628.166,21053.177,,,,,,,,032,,,,,,,,,,1950.245,,,,,,,,,
2020,084,Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,086,Br. Indian Ocean Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,090,Solomon Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,092,Br. Virgin Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,096,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,100,Bulgaria,250674.924,451600.992,380,792,688,642,203,807,442,300,705,348,76986.046,43328.712,37302.757,33069.257,24038.639,13677.731,7924.78,4910.05,4137.577,2202.301,642,300,705,203,807,792,380,688,208,196,103718.237,100205.596,54307.394,49916.557,48886.593,33098.089,19155.847,13944.034,13577.25,5740.572
2020,104,Myanmar,73302.021,31150.698,156,764,418,699,,,,,,,47405.123,13440.08,11643.896,812.922,,,,,,,156,,,,,,,,,,31150.698,,,,,,,,,
2020,108,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,112,Belarus,5466.487,34282.85,804,643,440,,,,,,,,2987.452,2335.978,143.057,,,,,,,,440,804,233,428,643,,,,,,26389.511,7770.039,81.7,35.2,6.4,,,,,
2020,116,Cambodia,338870.562,,704,764,418,,,,,,,,193111.761,105004.188,40754.613,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,120,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,124,Canada,188940.441,1913667.151,842,826,,,,,,,,,188939.17,1.271,,,,,,,,,842,380,434,156,643,,,,,,1913649.248,14.631,1.491,1.364,0.417,,,,,
2020,132,Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,136,Cayman Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,140,Central African Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,144,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,148,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,152,Chile,0.027,,842,,,,,,,,,,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,156,China,179842.407,1501313.412,643,104,408,784,124,,,,,,136834.074,31150.698,11848.244,8.027,1.364,,,,,,344,446,496,704,104,418,408,784,178,702,803714.704,414077.776,120618.45,107939.581,47405.123,6652.488,903.599,1.396,0.159,0.136
2020,162,Christmas Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,166,Cocos Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,170,Colombia,56196.608,11487.675,218,,,,,,,,,,56196.608,,,,,,,,,,218,,,,,,,,,,11487.675,,,,,,,,,
2020,174,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,175,Mayotte (Overseas France),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,178,Congo,0.596,,784,156,,,,,,,,,0.437,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,180,Dem. Rep. of the Congo,58853.61,,894,800,,,,,,,,,58681.539,172.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,184,Cook Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,188,Costa Rica,3474.779,986.183,222,320,,,,,,,,,3260.712,214.067,,,,,,,,,222,320,,,,,,,,,821.544,164.639,,,,,,,,
2020,191,Croatia,440871.518,335673.464,348,705,070,688,807,757,100,499,804,,157200.027,142027.418,85979.972,51334.522,2169.237,1260.421,570.922,327.575,1.424,,348,688,070,705,100,757,,,,,221116.99,45662.281,44443.741,22821.159,1253.189,376.104,,,,
2020,192,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,196,Cyprus,5743.316,922.977,100,300,,,,,,,,,5740.572,2.744,,,,,,,,,300,100,,,,,,,,,770.075,152.902,,,,,,,,
2020,200,Czechoslovakia (...1992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,203,Czechia,858078.086,1239841.647,276,616,703,100,380,757,826,056,040,688,436590.55,111003.992,67132.347,49916.557,36640.042,34141.684,25874.902,20887.116,20588.174,18067.191,703,276,380,040,616,688,826,100,070,757,527479.846,188872.88,161556.414,157016.912,60381.675,36648.262,28285.633,24038.639,11074.04,10826.006
2020,204,Benin,72629.349,,566,288,768,,,,,,,,53392.057,11230.905,8006.387,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,208,Denmark,350693.691,315684.615,752,276,579,100,203,499,807,,,,129294.686,118747.619,85429.021,13577.25,2803.14,841.226,0.749,,,,276,752,579,499,100,807,826,,,,252032.19,47305.981,11651.449,1922.437,1586.95,1102.839,82.769,,,
2020,212,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,214,Dominican Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,218,Ecuador,11487.675,56510.592,170,,,,,,,,,,11487.675,,,,,,,,,,170,604,,,,,,,,,56196.608,313.984,,,,,,,,
2020,222,El Salvador,85086.492,10118.029,320,591,188,020,516,842,,,,,79777.427,4312.963,821.544,115.73,58.656,0.172,,,,,320,188,591,340,,,,,,,5774.955,3260.712,968.218,114.144,,,,,,
2020,226,Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,231,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,232,Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,233,Estonia,240182.493,87546.46,246,428,112,,,,,,,,233734.207,6366.586,81.7,,,,,,,,428,246,,,,,,,,,83060.92,4485.54,,,,,,,,
2020,238,Falkland Isds (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,242,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,246,Finland,585594.722,240286.641,752,643,579,233,,,,,,,469110.952,106090.212,5908.018,4485.54,,,,,,,233,643,300,752,579,,,,,,233734.207,2300.366,2281.381,1250.204,720.483,,,,,
2020,251,France,914190.308,2830822.307,724,757,056,276,826,380,702,,,,326799.412,202669.485,171519.991,129063.63,67108.481,17029.28,0.029,,,,380,757,276,826,724,056,020,454,266,384,781992.236,540056.623,480895.123,444258.828,403653.162,164946.319,14987.489,30.047,1.942,0.538
2020,258,French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,260,Fr. South Antarctic Terr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,262,Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,266,Gabon,1.942,,251,,,,,,,,,,1.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,268,Georgia,63788.108,6662.399,031,643,792,,,,,,,,35799.126,14459.165,13529.817,,,,,,,,792,051,031,,,,,,,,3095.849,2579.527,987.023,,,,,,,
2020,270,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,275,State of Palestine,16892.029,,400,,,,,,,,,,16892.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,276,Germany,2146383.886,3796213.287,251,528,757,040,208,203,752,380,056,579,480895.123,395587.528,350843.728,318340.566,252032.19,188872.88,89880.563,50127.124,13057.068,6122.143,040,616,380,203,528,757,442,251,208,705,694776.443,688505.095,650893.478,436590.55,414080.24,412233.044,183539.181,129063.63,118747.619,28401.248
2020,278,Dem. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,280,Fed. Rep. of Germany (...1990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,288,Ghana,6491.831,167573.279,384,,,,,,,,,,6491.831,,,,,,,,,,854,768,204,384,,,,,,,94965.264,55612.955,11230.905,5764.155,,,,,,
2020,292,Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,296,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,300,Greece,363258.094,52332.957,100,380,705,348,008,807,792,070,203,688,100205.596,54823.025,54699.401,43292.281,42909.893,22742.794,19506.975,6735.979,6636.262,4579.96,705,380,807,008,792,100,442,196,348,,12266.711,11999.723,8147.87,7334.891,5735.244,4910.05,1935.658,2.744,0.066,
2020,304,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,308,Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,316,Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,320,Guatemala,85031.633,106827.796,484,222,188,591,,,,,,,79084.77,5774.955,164.639,7.269,,,,,,,222,340,484,591,188,,,,,,79777.427,13947.024,10968.839,1920.439,214.067,,,,,
2020,324,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,328,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,332,Haiti,,0.008,,,,,,,,,,,,,,,,,,,,,626,,,,,,,,,,0.008,,,,,,,,,
2020,340,Honduras,14061.168,,320,222,,,,,,,,,13947.024,114.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,344,"China, Hong Kong SAR",803715.495,,156,764,,,,,,,,,803714.704,0.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,348,Hungary,1124731.071,545373.853,703,040,191,804,642,688,807,100,203,499,390908.679,265326.916,221116.99,130073.646,77012.938,35400.65,2370.364,1521.207,794.481,164.238,191,642,688,300,804,703,040,070,100,807,157200.027,136042.153,127069.924,43292.281,35747.137,18931.935,14802.041,8139.246,2202.301,1154.99
2020,352,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,360,Indonesia,119681.42,0.066,458,392,764,,,,,,,,119679.194,1.206,1.02,,,,,,,,702,,,,,,,,,,0.066,,,,,,,,,
2020,364,Iran,71591.017,36577.662,051,031,,,,,,,,,62885.56,8705.457,,,,,,,,,586,051,031,,,,,,,,34775.351,1038.083,764.228,,,,,,,
2020,368,Iraq,945.406,,400,,,,,,,,,,945.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,372,Ireland,78538.086,83365.932,826,470,,,,,,,,,78524.027,14.059,,,,,,,,,826,,,,,,,,,,83365.932,,,,,,,,,
2020,376,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,380,Italy,1987018.731,404326.102,251,276,757,203,040,070,100,705,300,470,781992.236,650893.478,212735.251,161556.414,68124.774,62441.036,19155.847,18010.094,11999.723,95.247,100,757,300,276,070,203,470,705,674,251,76986.046,55512.069,54823.025,50127.124,46867.251,36640.042,22406.352,21370.368,20698.613,17029.28
2020,384,Côte d'Ivoire,5765.312,134215.24,288,458,251,854,,,,,,,5764.155,0.592,0.538,0.027,,,,,,,466,854,288,430,,,,,,,69016.629,56620.262,6491.831,2086.518,,,,,,
2020,388,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,392,Japan,,1.206,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,1.206,,,,,,,,,
2020,398,Kazakhstan,69905.5,37451.771,643,860,417,762,,,,,,,57057.38,12654.288,114.52,79.312,,,,,,,860,643,417,762,,,,,,,20914.963,15224.395,1312.401,0.012,,,,,,
2020,400,Jordan,20345.249,17837.435,818,784,,,,,,,,,20344.859,0.39,,,,,,,,,275,368,,,,,,,,,16892.029,945.406,,,,,,,,
2020,404,Kenya,13230.852,1655.736,800,,,,,,,,,,13230.852,,,,,,,,,,800,,,,,,,,,,1655.736,,,,,,,,,
2020,408,Dem. People's Rep. of Korea,903.599,11848.244,156,,,,,,,,,,903.599,,,,,,,,,,156,,,,,,,,,,11848.244,,,,,,,,,
2020,410,Rep. of Korea,,0.016,,,,,,,,,,,,,,,,,,,,,784,,,,,,,,,,0.016,,,,,,,,,
2020,414,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,417,Kyrgyzstan,1312.401,114.52,398,,,,,,,,,,1312.401,,,,,,,,,,398,,,,,,,,,,114.52,,,,,,,,,
2020,418,Lao People's Dem. Rep.,101786.906,1538745.569,764,156,704,,,,,,,,92505.608,6652.488,2628.81,,,,,,,,764,704,116,104,458,,,,,,1442125.031,44095.128,40754.613,11643.896,126.901,,,,,
2020,422,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,426,Lesotho,22592.852,,710,508,,,,,,,,,20864.092,1728.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,428,Latvia,151836.245,95456.384,233,440,643,112,,,,,,,83060.92,51965.02,16775.105,35.2,,,,,,,440,233,643,,,,,,,,88247.48,6366.586,842.318,,,,,,,
2020,430,Liberia,2086.518,,384,,,,,,,,,,2086.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,434,Libya,1.491,,124,,,,,,,,,,1.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,440,Lithuania,416614.518,148438.156,752,643,428,112,616,,,,,,162165.204,125220.406,88247.48,26389.511,14591.917,,,,,,616,428,752,643,112,,,,,,88699.767,51965.02,5927.487,1702.825,143.057,,,,,
2020,442,Luxembourg,208034.526,16865.848,276,056,100,300,,,,,,,183539.181,17887.54,4672.147,1935.658,,,,,,,100,040,056,300,784,,,,,,7924.78,4982.041,3202.969,753.783,2.275,,,,,
2020,446,"China, Macao SAR",414077.776,,156,,,,,,,,,,414077.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,450,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,454,Malawi,4289.311,1085.01,894,508,251,,,,,,,,3944.314,314.95,30.047,,,,,,,,894,508,,,,,,,,,892.149,192.861,,,,,,,,
2020,458,Malaysia,1146.533,119888.524,764,418,702,,,,,,,,1019.609,126.901,0.023,,,,,,,,360,764,384,,,,,,,,119679.194,208.738,0.592,,,,,,,
2020,462,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,466,Mali,69016.629,,384,,,,,,,,,,69016.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,470,Malta,22406.352,109.306,380,,,,,,,,,,22406.352,,,,,,,,,,380,372,,,,,,,,,95.247,14.059,,,,,,,,
2020,478,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,480,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,484,Mexico,10968.839,79084.77,320,,,,,,,,,,10968.839,,,,,,,,,,320,,,,,,,,,,79084.77,,,,,,,,,
2020,490,"Other Asia, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,496,Mongolia,143010.375,580.279,156,643,,,,,,,,,120618.45,22391.925,,,,,,,,,643,,,,,,,,,,580.279,,,,,,,,,
2020,498,Rep. of Moldova,12039.554,10.739,804,,,,,,,,,,12039.554,,,,,,,,,,804,,,,,,,,,,10.739,,,,,,,,,
2020,499,Montenegro,71264.126,57135.425,070,688,757,203,705,208,380,,,,25073.273,17766.2,13406.606,6409.532,5173.044,1922.437,1513.034,,,,688,203,705,757,070,208,191,348,008,,19999.281,12465.181,8748.049,8076.016,6492.332,841.226,327.575,164.238,21.527,
2020,500,Montserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,504,Morocco,18575.83,7846.287,724,012,,,,,,,,,17498.686,1077.144,,,,,,,,,724,,,,,,,,,,7846.287,,,,,,,,,
2020,508,Mozambique,249965.449,297379.605,710,894,454,716,748,,,,,,249399.678,241.459,192.861,94.057,37.394,,,,,,710,716,748,426,894,072,454,,,,246712.855,43806.104,3236.169,1728.76,1180.683,400.084,314.95,,,
2020,512,Oman,60.635,4.458,784,,,,,,,,,,60.635,,,,,,,,,,784,887,,,,,,,,,3.056,1.402,,,,,,,,
2020,516,Namibia,176558.112,34513.513,710,894,716,,,,,,,,119493.783,51977.434,5086.895,,,,,,,,072,710,222,024,,,,,,,33768.237,686.502,58.656,0.118,,,,,,
2020,520,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,524,Nepal,66898.697,,699,,,,,,,,,,66898.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,528,Netherlands,620017.586,909485.427,276,056,579,826,,,,,,,414080.24,124723.706,60392.968,20820.672,,,,,,,276,056,826,579,,,,,,,395587.528,332605.827,180259.779,1032.293,,,,,,
2020,530,Netherlands Antilles (...2010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,531,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,533,Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,534,Saint Maarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,535,Bonaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,540,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,548,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,554,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,558,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,562,Niger,51148.553,,566,,,,,,,,,,51148.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,566,Nigeria,,160169.531,,,,,,,,,,,,,,,,,,,,,768,204,562,,,,,,,,55628.921,53392.057,51148.553,,,,,,,
2020,570,Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,574,Norfolk Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,579,Norway,58907.007,383560.855,752,208,276,528,246,643,,,,,43171.485,11651.449,1794.488,1032.293,720.483,536.809,,,,,752,208,528,276,246,643,,,,,225708.388,85429.021,60392.968,6122.143,5908.018,0.317,,,,
2020,580,N. Mariana Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,583,FS Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,584,Marshall Isds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,585,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,586,Pakistan,34775.351,,364,,,,,,,,,,34775.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,591,Panama,2888.657,4320.232,320,222,,,,,,,,,1920.439,968.218,,,,,,,,,222,320,,,,,,,,,4312.963,7.269,,,,,,,,
2020,598,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,600,Paraguay,,1735318.256,,,,,,,,,,,,,,,,,,,,,076,032,,,,,,,,,1442034.026,293284.23,,,,,,,,
2020,604,Peru,313.984,,218,,,,,,,,,,313.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,608,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,612,Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,616,Poland,1055963.255,274659.148,276,752,440,804,203,703,,,,,688505.095,129490.375,88699.767,84963.736,60381.675,3922.607,,,,,703,203,440,752,276,,,,,,147773.387,111003.992,14591.917,664.879,624.973,,,,,
2020,620,Portugal,256640.757,239722.145,724,,,,,,,,,,256640.757,,,,,,,,,,724,,,,,,,,,,239722.145,,,,,,,,,
2020,624,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,626,Timor-Leste,0.008,,332,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,634,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,642,Romania,358898.293,130239.197,348,100,804,688,757,807,,,,,136042.153,103718.237,49614.246,46228.441,23055.132,240.084,,,,,348,100,688,804,300,757,,,,,77012.938,33069.257,10731.18,3996.673,2954.194,2474.955,,,,
2020,643,Russian Federation,32378.772,490412.794,398,031,246,440,428,496,112,124,579,,15224.395,11721.455,2300.366,1702.825,842.318,580.279,6.4,0.417,0.317,,156,440,246,398,496,428,268,804,031,112,136834.074,125220.406,106090.212,57057.38,22391.925,16775.105,14459.165,5247.695,3464.045,2335.978
2020,646,Rwanda,550.29,366.446,800,,,,,,,,,,550.29,,,,,,,,,,800,,,,,,,,,,366.446,,,,,,,,,
2020,652,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,654,Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,659,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,660,Anguilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,662,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,666,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,670,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,674,San Marino,20698.613,,380,,,,,,,,,,20698.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,678,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,682,Saudi Arabia,0.591,,784,,,,,,,,,,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,686,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,688,Serbia,343996.599,311501.081,348,070,191,203,499,100,807,642,008,705,127069.924,73784.768,45662.281,36648.262,19999.281,13944.034,11679.813,10731.18,4444.016,33.04,191,642,807,100,348,705,008,203,499,070,51334.522,46228.441,39711.38,37302.757,35400.65,34553.374,20979.492,18067.191,17766.2,5577.114
2020,690,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,694,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,697,"Europe EFTA, nes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,699,India,,492217.279,,,,,,,,,,,,,,,,,,,,,050,524,104,,,,,,,,424505.66,66898.697,812.922,,,,,,,
2020,702,Singapore,0.202,182.185,156,360,,,,,,,,,0.136,0.066,,,,,,,,,050,251,458,,,,,,,,182.133,0.029,0.023,,,,,,,
2020,703,Slovakia,697502.911,577970.183,203,616,348,100,804,,,,,,527479.846,147773.387,18931.935,2272.873,1044.87,,,,,,348,804,203,616,807,100,300,,,,390908.679,115245.349,67132.347,3922.607,582.575,104.033,74.593,,,
2020,704,Viet Nam,152034.709,195740.571,156,418,,,,,,,,,107939.581,44095.128,,,,,,,,,116,418,,,,,,,,,193111.761,2628.81,,,,,,,,
2020,705,Slovenia,439172.252,249029.112,040,100,688,276,191,380,300,757,070,499,227880.925,54307.394,34553.374,28401.248,22821.159,21370.368,12266.711,11121.466,10454.99,8748.049,191,300,380,040,008,499,100,807,070,203,142027.418,54699.401,18010.094,15182.956,5215.953,5173.044,4137.577,2470.969,2017.871,60.789
2020,706,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,710,South Africa,247399.357,668218.629,508,516,,,,,,,,,246712.855,686.502,,,,,,,,,508,516,072,716,748,426,894,,,,249399.678,119493.783,109474.457,105023.923,57947.55,20864.092,6015.146,,,
